Step,Intersection,Total Cars,Waiting Cars,Average Speed,Waiting Time
3674.0,tlshoria_square3,18,16,0.25,2250.0
3674.0,tlslasilky_square,1,1,23.15,25.0
3674.0,tlslasilky_square2,0,0,27.78,0.0
3674.0,tlslasilky_square3,2,2,23.15,57.0
3674.0,tlsmoomen,0,0,22.22,0.0
3674.0,tlsmoomen2,12,10,11.35,128.0
3674.0,tlsmoomen3,4,3,9.89,744.0
3674.0,tlsnasser_square,59,17,5.73,138.0
3675.0,tlshoria_square1,21,16,1.29,376.0
3675.0,tlshoria_square2,55,48,0.03,8241.0
3675.0,tlshoria_square3,18,16,0.21,2266.0
3675.0,tlslasilky_square,1,1,23.15,26.0
3675.0,tlslasilky_square2,0,0,27.78,0.0
3675.0,tlslasilky_square3,3,2,18.95,59.0
3675.0,tlsmoomen,0,0,22.22,0.0
3675.0,tlsmoomen2,12,11,11.18,139.0
3675.0,tlsmoomen3,5,3,10.2,747.0
3675.0,tlsnasser_square,59,19,5.85,156.0
3676.0,tlshoria_square1,22,16,1.06,392.0
3676.0,tlshoria_square2,55,47,0.03,8287.0
3676.0,tlshoria_square3,18,16,0.1,2282.0
3676.0,tlslasilky_square,1,1,23.15,27.0
3676.0,tlslasilky_square2,0,0,27.78,0.0
3676.0,tlslasilky_square3,3,3,18.52,62.0
3676.0,tlsmoomen,0,0,22.22,0.0
3676.0,tlsmoomen2,12,11,11.14,150.0
3676.0,tlsmoomen3,5,3,10.72,750.0
3676.0,tlsnasser_square,59,19,6.0,168.0
3677.0,tlshoria_square1,21,17,1.02,409.0
3677.0,tlshoria_square2,55,48,0.02,8335.0
3677.0,tlshoria_square3,18,16,0.14,2298.0
3677.0,tlslasilky_square,2,1,21.66,28.0
3677.0,tlslasilky_square2,0,0,27.78,0.0
3677.0,tlslasilky_square3,3,3,18.52,65.0
3677.0,tlsmoomen,0,0,22.22,0.0
3677.0,tlsmoomen2,12,11,11.12,161.0
3677.0,tlsmoomen3,4,3,10.63,753.0
3677.0,tlsnasser_square,58,20,6.08,184.0
3678.0,tlshoria_square1,21,17,0.71,426.0
3678.0,tlshoria_square2,55,49,0.02,8384.0
3678.0,tlshoria_square3,18,16,0.11,2314.0
3678.0,tlslasilky_square,2,1,20.91,29.0
3678.0,tlslasilky_square2,0,0,27.78,0.0
3678.0,tlslasilky_square3,3,3,18.52,68.0
3678.0,tlsmoomen,0,0,22.22,0.0
3678.0,tlsmoomen2,12,12,11.11,173.0
3678.0,tlsmoomen3,5,3,10.73,756.0
3678.0,tlsnasser_square,60,22,6.06,202.0
3679.0,tlshoria_square1,21,16,0.67,440.0
3679.0,tlshoria_square2,55,50,0.02,8434.0
3679.0,tlshoria_square3,19,17,0.75,2331.0
3679.0,tlslasilky_square,2,1,20.16,30.0
3679.0,tlslasilky_square2,0,0,27.78,0.0
3679.0,tlslasilky_square3,3,3,18.52,71.0
3679.0,tlsmoomen,0,0,22.22,0.0
3679.0,tlsmoomen2,12,12,11.11,185.0
3679.0,tlsmoomen3,4,3,11.05,759.0
3679.0,tlsnasser_square,58,19,6.07,208.0
3680.0,tlshoria_square1,23,17,0.58,457.0
3680.0,tlshoria_square2,55,51,0.01,8485.0
3680.0,tlshoria_square3,19,16,0.42,2334.0
3680.0,tlslasilky_square,2,1,19.41,31.0
3680.0,tlslasilky_square2,0,0,27.78,0.0
3680.0,tlslasilky_square3,3,3,18.52,74.0
3680.0,tlsmoomen,0,0,22.22,0.0
3680.0,tlsmoomen2,12,12,11.11,197.0
3680.0,tlsmoomen3,4,3,10.88,762.0
3680.0,tlsnasser_square,60,18,6.12,205.0
3681.0,tlshoria_square1,23,18,0.33,474.0
3681.0,tlshoria_square2,55,52,0.01,8537.0
3681.0,tlshoria_square3,20,15,0.43,2338.0
3681.0,tlslasilky_square,2,1,18.79,32.0
3681.0,tlslasilky_square2,0,0,27.78,0.0
3681.0,tlslasilky_square3,3,3,18.52,77.0
3681.0,tlsmoomen,0,0,22.22,0.0
3681.0,tlsmoomen2,12,12,11.11,209.0
3681.0,tlsmoomen3,4,3,11.5,765.0
3681.0,tlsnasser_square,60,19,6.11,217.0
3682.0,tlshoria_square1,23,18,0.32,491.0
3682.0,tlshoria_square2,55,51,0.01,8587.0
3682.0,tlshoria_square3,19,15,0.33,2353.0
3682.0,tlslasilky_square,2,1,18.54,33.0
3682.0,tlslasilky_square2,0,0,27.78,0.0
3682.0,tlslasilky_square3,3,3,18.52,80.0
3682.0,tlsmoomen,0,0,22.22,0.0
3682.0,tlsmoomen2,12,12,11.11,221.0
3682.0,tlsmoomen3,5,3,11.45,768.0
3682.0,tlsnasser_square,61,21,6.15,237.0
3683.0,tlshoria_square1,21,16,0.31,504.0
3683.0,tlshoria_square2,55,52,0.01,8639.0
3683.0,tlshoria_square3,19,15,0.26,2364.0
3683.0,tlslasilky_square,2,2,18.53,35.0
3683.0,tlslasilky_square2,0,0,27.78,0.0
3683.0,tlslasilky_square3,3,3,18.52,83.0
3683.0,tlsmoomen,0,0,22.22,0.0
3683.0,tlsmoomen2,12,12,11.11,233.0
3683.0,tlsmoomen3,4,3,11.64,771.0
3683.0,tlsnasser_square,61,20,6.01,256.0
3684.0,tlshoria_square1,21,16,0.76,520.0
3684.0,tlshoria_square2,55,54,0.0,8693.0
3684.0,tlshoria_square3,19,14,0.36,2377.0
3684.0,tlslasilky_square,2,2,18.52,37.0
3684.0,tlslasilky_square2,0,0,27.78,0.0
3684.0,tlslasilky_square3,3,3,18.52,86.0
3684.0,tlsmoomen,0,0,22.22,0.0
3684.0,tlsmoomen2,12,12,11.11,245.0
3684.0,tlsmoomen3,5,3,11.2,774.0
3684.0,tlsnasser_square,61,21,5.93,277.0
3685.0,tlshoria_square1,20,16,1.18,536.0
3685.0,tlshoria_square2,55,53,0.0,8745.0
3685.0,tlshoria_square3,19,14,0.61,2391.0
3685.0,tlslasilky_square,2,2,18.52,39.0
3685.0,tlslasilky_square2,0,0,27.78,0.0
3685.0,tlslasilky_square3,3,3,18.52,89.0
3685.0,tlsmoomen,0,0,22.22,0.0
3685.0,tlsmoomen2,12,12,11.11,257.0
3685.0,tlsmoomen3,5,3,10.07,777.0
3685.0,tlsnasser_square,61,23,5.74,300.0
3686.0,tlshoria_square1,21,17,1.23,553.0
3686.0,tlshoria_square2,55,55,0.0,8800.0
3686.0,tlshoria_square3,19,15,0.37,2406.0
3686.0,tlslasilky_square,2,2,18.52,41.0
3686.0,tlslasilky_square2,0,0,27.78,0.0
3686.0,tlslasilky_square3,3,3,18.52,92.0
3686.0,tlsmoomen,0,0,22.22,0.0
3686.0,tlsmoomen2,12,12,11.11,269.0
3686.0,tlsmoomen3,5,3,9.52,780.0
3686.0,tlsnasser_square,61,21,5.67,306.0
3687.0,tlshoria_square1,21,16,1.69,568.0
3687.0,tlshoria_square2,55,55,0.0,8855.0
3687.0,tlshoria_square3,18,15,0.23,2421.0
3687.0,tlslasilky_square,2,2,18.52,43.0
3687.0,tlslasilky_square2,0,0,27.78,0.0
3687.0,tlslasilky_square3,3,3,18.52,95.0
3687.0,tlsmoomen,0,0,22.22,0.0
3687.0,tlsmoomen2,12,12,11.11,281.0
3687.0,tlsmoomen3,5,3,9.31,783.0
3687.0,tlsnasser_square,62,20,5.62,295.0
3688.0,tlshoria_square1,22,16,1.23,584.0
3688.0,tlshoria_square2,55,55,0.0,8910.0
3688.0,tlshoria_square3,18,15,0.26,2436.0
3688.0,tlslasilky_square,2,2,18.52,45.0
3688.0,tlslasilky_square2,0,0,27.78,0.0
3688.0,tlslasilky_square3,3,3,18.52,98.0
3688.0,tlsmoomen,0,0,22.22,0.0
3688.0,tlsmoomen2,12,12,11.11,293.0
3688.0,tlsmoomen3,5,4,9.3,787.0
3688.0,tlsnasser_square,62,20,5.69,280.0
3689.0,tlshoria_square1,22,16,0.91,600.0
3689.0,tlshoria_square2,55,55,0.0,8965.0
3689.0,tlshoria_square3,18,16,0.14,2452.0
3689.0,tlslasilky_square,2,2,18.52,47.0
3689.0,tlslasilky_square2,0,0,27.78,0.0
3689.0,tlslasilky_square3,3,3,18.52,101.0
3689.0,tlsmoomen,0,0,22.22,0.0
3689.0,tlsmoomen2,12,12,11.11,305.0
3689.0,tlsmoomen3,5,5,9.27,792.0
3689.0,tlsnasser_square,63,22,5.71,302.0
3690.0,tlshoria_square1,22,18,0.41,618.0
3690.0,tlshoria_square2,55,55,0.01,9020.0
3690.0,tlshoria_square3,18,17,0.03,2469.0
3690.0,tlslasilky_square,3,2,20.29,49.0
3690.0,tlslasilky_square2,0,0,27.78,0.0
3690.0,tlslasilky_square3,3,3,18.52,104.0
3690.0,tlsmoomen,0,0,22.22,0.0
3690.0,tlsmoomen2,12,12,11.11,317.0
3690.0,tlsmoomen3,5,5,9.26,797.0
3690.0,tlsnasser_square,63,25,5.75,327.0
3691.0,tlshoria_square1,22,17,0.33,586.0
3691.0,tlshoria_square2,55,52,0.04,8739.0
3691.0,tlshoria_square3,18,17,0.16,2486.0
3691.0,tlslasilky_square,1,0,25.95,0.0
3691.0,tlslasilky_square2,0,0,27.78,0.0
3691.0,tlslasilky_square3,2,2,18.52,61.0
3691.0,tlsmoomen,0,0,22.22,0.0
3691.0,tlsmoomen2,10,10,11.11,256.0
3691.0,tlsmoomen3,4,4,9.26,536.0
3691.0,tlsnasser_square,63,26,5.7,308.0
3692.0,tlshoria_square1,23,18,0.26,556.0
3692.0,tlshoria_square2,55,49,0.25,8116.0
3692.0,tlshoria_square3,18,16,0.08,2451.0
3692.0,tlslasilky_square,1,0,25.2,0.0
3692.0,tlslasilky_square2,0,0,27.78,0.0
3692.0,tlslasilky_square3,2,1,18.86,17.0
3692.0,tlsmoomen,0,0,22.22,0.0
3692.0,tlsmoomen2,10,8,11.27,198.0
3692.0,tlsmoomen3,4,3,9.47,274.0
3692.0,tlsnasser_square,62,24,10.59,244.0
3693.0,tlshoria_square1,23,19,0.15,527.0
3693.0,tlshoria_square2,54,47,0.24,7501.0
3693.0,tlshoria_square3,18,15,0.33,2417.0
3693.0,tlslasilky_square,1,0,24.79,0.0
3693.0,tlslasilky_square2,0,0,27.78,0.0
3693.0,tlslasilky_square3,1,1,23.15,18.0
3693.0,tlsmoomen,0,0,22.22,0.0
3693.0,tlsmoomen2,10,6,11.6,148.0
3693.0,tlsmoomen3,4,2,10.02,11.0
3693.0,tlsnasser_square,63,24,10.73,265.0
3694.0,tlshoria_square1,23,19,0.11,499.0
3694.0,tlshoria_square2,53,43,0.22,6613.0
3694.0,tlshoria_square3,18,15,0.07,2432.0
3694.0,tlslasilky_square,0,0,27.78,0.0
3694.0,tlslasilky_square2,0,0,27.78,0.0
3694.0,tlslasilky_square3,2,0,19.25,0.0
3694.0,tlsmoomen,1,0,22.92,0.0
3694.0,tlsmoomen2,8,4,11.62,97.0
3694.0,tlsmoomen3,4,2,9.71,13.0
3694.0,tlsnasser_square,62,25,12.53,287.0
3695.0,tlshoria_square1,23,19,0.1,472.0
3695.0,tlshoria_square2,53,41,0.24,6042.0
3695.0,tlshoria_square3,18,17,0.27,2449.0
3695.0,tlslasilky_square,0,0,27.78,0.0
3695.0,tlslasilky_square2,0,0,27.78,0.0
3695.0,tlslasilky_square3,2,1,23.49,1.0
3695.0,tlsmoomen,1,0,21.92,0.0
3695.0,tlsmoomen2,8,2,12.19,48.0
3695.0,tlsmoomen3,4,2,9.93,15.0
3695.0,tlsnasser_square,62,26,8.69,312.0
3696.0,tlshoria_square1,23,18,0.1,444.0
3696.0,tlshoria_square2,53,38,0.19,5728.0
3696.0,tlshoria_square3,19,17,0.66,2466.0
3696.0,tlslasilky_square,0,0,27.78,0.0
3696.0,tlslasilky_square2,0,0,27.78,0.0
3696.0,tlslasilky_square3,1,0,23.32,0.0
3696.0,tlsmoomen,1,0,20.11,0.0
3696.0,tlsmoomen2,6,0,12.42,0.0
3696.0,tlsmoomen3,4,2,9.71,17.0
3696.0,tlsnasser_square,62,26,12.49,323.0
3697.0,tlshoria_square1,23,19,0.09,463.0
3697.0,tlshoria_square2,54,41,0.17,5456.0
3697.0,tlshoria_square3,19,17,0.26,2481.0
3697.0,tlslasilky_square,1,0,26.38,0.0
3697.0,tlslasilky_square2,0,0,27.78,0.0
3697.0,tlslasilky_square3,1,0,23.65,0.0
3697.0,tlsmoomen,0,0,22.22,0.0
3697.0,tlsmoomen2,5,0,12.93,0.0
3697.0,tlsmoomen3,4,2,9.98,19.0
3697.0,tlsnasser_square,63,27,7.33,349.0
3698.0,tlshoria_square1,23,18,0.08,434.0
3698.0,tlshoria_square2,54,41,0.15,5144.0
3698.0,tlshoria_square3,20,17,1.01,2449.0
3698.0,tlslasilky_square,1,0,25.97,0.0
3698.0,tlslasilky_square2,0,0,27.78,0.0
3698.0,tlslasilky_square3,0,0,27.78,0.0
3698.0,tlsmoomen,0,0,22.22,0.0
3698.0,tlsmoomen2,5,0,13.26,0.0
3698.0,tlsmoomen3,4,2,9.79,21.0
3698.0,tlsnasser_square,64,29,6.66,378.0
3699.0,tlshoria_square1,23,19,0.08,407.0
3699.0,tlshoria_square2,54,38,0.14,4831.0
3699.0,tlshoria_square3,21,18,0.77,2467.0
3699.0,tlslasilky_square,0,0,27.78,0.0
3699.0,tlslasilky_square2,0,0,27.78,0.0
3699.0,tlslasilky_square3,1,0,23.86,0.0
3699.0,tlsmoomen,0,0,22.22,0.0
3699.0,tlsmoomen2,5,0,13.66,0.0
3699.0,tlsmoomen3,5,2,9.64,23.0
3699.0,tlsnasser_square,63,27,10.34,373.0
3700.0,tlshoria_square1,23,17,0.07,377.0
3700.0,tlshoria_square2,54,39,0.14,4832.0
3700.0,tlshoria_square3,21,18,0.41,2435.0
3700.0,tlslasilky_square,0,0,27.78,0.0
3700.0,tlslasilky_square2,1,0,23.23,0.0
3700.0,tlslasilky_square3,0,0,27.78,0.0
3700.0,tlsmoomen,1,0,20.43,0.0
3700.0,tlsmoomen2,5,0,9.33,0.0
3700.0,tlsmoomen3,5,3,9.42,26.0
3700.0,tlsnasser_square,63,28,10.21,371.0
3701.0,tlshoria_square1,23,18,0.09,349.0
3701.0,tlshoria_square2,53,38,0.13,4831.0
3701.0,tlshoria_square3,21,18,0.06,2406.0
3701.0,tlslasilky_square,0,0,27.78,0.0
3701.0,tlslasilky_square2,1,0,23.18,0.0
3701.0,tlslasilky_square3,1,0,24.05,0.0
3701.0,tlsmoomen,1,0,20.79,0.0
3701.0,tlsmoomen2,5,1,8.54,1.0
3701.0,tlsmoomen3,5,4,9.33,30.0
3701.0,tlsnasser_square,62,28,12.38,370.0
3702.0,tlshoria_square1,23,17,0.08,320.0
3702.0,tlshoria_square2,52,38,0.14,4832.0
3702.0,tlshoria_square3,21,21,0.02,2427.0
3702.0,tlslasilky_square,0,0,27.78,0.0
3702.0,tlslasilky_square2,1,1,23.16,1.0
3702.0,tlslasilky_square3,0,0,27.78,0.0
3702.0,tlsmoomen,2,0,20.56,0.0
3702.0,tlsmoomen2,5,1,9.22,2.0
3702.0,tlsmoomen3,5,4,9.28,34.0
3702.0,tlsnasser_square,62,26,8.76,365.0
3703.0,tlshoria_square1,23,16,0.09,289.0
3703.0,tlshoria_square2,52,37,0.2,4867.0
3703.0,tlshoria_square3,21,21,0.01,2448.0
3703.0,tlslasilky_square,0,0,27.78,0.0
3703.0,tlslasilky_square2,1,1,23.15,2.0
3703.0,tlslasilky_square3,1,0,24.36,0.0
3703.0,tlsmoomen,1,0,19.74,0.0
3703.0,tlsmoomen2,4,1,9.13,3.0
3703.0,tlsmoomen3,5,5,9.27,39.0
3703.0,tlsnasser_square,63,25,11.0,340.0
3704.0,tlshoria_square1,23,17,0.09,259.0
3704.0,tlshoria_square2,51,36,0.16,4898.0
3704.0,tlshoria_square3,22,21,0.74,2469.0
3704.0,tlslasilky_square,1,0,27.16,0.0
3704.0,tlslasilky_square2,1,1,23.15,3.0
3704.0,tlslasilky_square3,1,0,23.82,0.0
3704.0,tlsmoomen,2,0,19.12,0.0
3704.0,tlsmoomen2,5,1,9.87,4.0
3704.0,tlsmoomen3,5,5,9.26,44.0
3704.0,tlsnasser_square,62,25,12.45,317.0
3705.0,tlshoria_square1,23,16,0.09,267.0
3705.0,tlshoria_square2,52,34,0.28,4579.0
3705.0,tlshoria_square3,22,21,0.55,2490.0
3705.0,tlslasilky_square,1,0,27.07,0.0
3705.0,tlslasilky_square2,1,1,23.15,4.0
3705.0,tlslasilky_square3,1,0,24.08,0.0
3705.0,tlsmoomen,2,0,19.36,0.0
3705.0,tlsmoomen2,3,1,10.12,5.0
3705.0,tlsmoomen3,5,5,9.26,49.0
3705.0,tlsnasser_square,63,23,12.44,292.0
3706.0,tlshoria_square1,22,14,0.1,226.0
3706.0,tlshoria_square2,51,34,0.28,4262.0
3706.0,tlshoria_square3,22,21,0.19,2511.0
3706.0,tlslasilky_square,0,0,27.78,0.0
3706.0,tlslasilky_square2,1,1,23.15,5.0
3706.0,tlslasilky_square3,0,0,27.78,0.0
3706.0,tlsmoomen,3,0,18.3,0.0
3706.0,tlsmoomen2,3,1,14.47,6.0
3706.0,tlsmoomen3,5,5,9.26,54.0
3706.0,tlsnasser_square,63,24,11.12,269.0
3707.0,tlshoria_square1,22,14,0.12,188.0
3707.0,tlshoria_square2,50,32,0.31,4258.0
3707.0,tlshoria_square3,22,21,0.06,2532.0
3707.0,tlslasilky_square,1,0,27.52,0.0
3707.0,tlslasilky_square2,1,1,23.15,6.0
3707.0,tlslasilky_square3,1,0,24.17,0.0
3707.0,tlsmoomen,2,0,17.24,0.0
3707.0,tlsmoomen2,2,1,14.77,7.0
3707.0,tlsmoomen3,5,5,9.26,59.0
3707.0,tlsnasser_square,63,22,8.76,246.0
3708.0,tlshoria_square1,22,12,0.13,146.0
3708.0,tlshoria_square2,49,32,0.33,3975.0
3708.0,tlshoria_square3,22,21,0.04,2553.0
3708.0,tlslasilky_square,1,0,27.53,0.0
3708.0,tlslasilky_square2,1,1,23.15,7.0
3708.0,tlslasilky_square3,0,0,27.78,0.0
3708.0,tlsmoomen,3,0,16.35,0.0
3708.0,tlsmoomen2,2,1,14.73,8.0
3708.0,tlsmoomen3,5,5,9.26,64.0
3708.0,tlsnasser_square,63,22,12.45,249.0
3709.0,tlshoria_square1,22,13,0.15,159.0
3709.0,tlshoria_square2,49,32,0.36,3658.0
3709.0,tlshoria_square3,22,22,0.01,2575.0
3709.0,tlslasilky_square,0,0,27.78,0.0
3709.0,tlslasilky_square2,1,1,23.15,8.0
3709.0,tlslasilky_square3,1,0,24.29,0.0
3709.0,tlsmoomen,4,0,15.46,0.0
3709.0,tlsmoomen2,2,1,13.78,9.0
3709.0,tlsmoomen3,5,5,9.26,69.0
3709.0,tlsnasser_square,65,22,11.53,249.0
3710.0,tlshoria_square1,22,13,0.16,166.0
3710.0,tlshoria_square2,48,29,0.38,3649.0
3710.0,tlshoria_square3,22,22,0.01,2597.0
3710.0,tlslasilky_square,0,0,27.78,0.0
3710.0,tlslasilky_square2,1,1,23.15,9.0
3710.0,tlslasilky_square3,1,0,24.35,0.0
3710.0,tlsmoomen,4,0,13.91,0.0
3710.0,tlsmoomen2,2,1,12.87,10.0
3710.0,tlsmoomen3,5,5,9.26,74.0
3710.0,tlsnasser_square,65,21,12.56,250.0
3711.0,tlshoria_square1,21,12,0.15,171.0
3711.0,tlshoria_square2,48,28,0.4,3329.0
3711.0,tlshoria_square3,22,22,0.01,2619.0
3711.0,tlslasilky_square,0,0,27.78,0.0
3711.0,tlslasilky_square2,1,1,23.15,10.0
3711.0,tlslasilky_square3,0,0,27.78,0.0
3711.0,tlsmoomen,4,0,12.91,0.0
3711.0,tlsmoomen2,2,1,12.53,11.0
3711.0,tlsmoomen3,5,5,9.26,79.0
3711.0,tlsnasser_square,65,20,12.02,251.0
3712.0,tlshoria_square1,21,12,0.17,178.0
3712.0,tlshoria_square2,47,27,0.38,3322.0
3712.0,tlshoria_square3,22,22,0.0,2641.0
3712.0,tlslasilky_square,0,0,27.78,0.0
3712.0,tlslasilky_square2,1,1,23.15,11.0
3712.0,tlslasilky_square3,1,0,24.35,0.0
3712.0,tlsmoomen,3,0,12.34,0.0
3712.0,tlsmoomen2,2,2,12.52,13.0
3712.0,tlsmoomen3,5,5,9.26,84.0
3712.0,tlsnasser_square,65,22,12.72,270.0
3713.0,tlshoria_square1,21,12,0.24,186.0
3713.0,tlshoria_square2,46,24,0.45,2686.0
3713.0,tlshoria_square3,22,22,0.0,2663.0
3713.0,tlslasilky_square,1,0,27.63,0.0
3713.0,tlslasilky_square2,1,1,23.15,12.0
3713.0,tlslasilky_square3,0,0,27.78,0.0
3713.0,tlsmoomen,4,0,12.97,0.0
3713.0,tlsmoomen2,2,2,12.5,15.0
3713.0,tlsmoomen3,5,5,9.26,89.0
3713.0,tlsnasser_square,65,22,12.84,289.0
3714.0,tlshoria_square1,20,11,0.2,190.0
3714.0,tlshoria_square2,46,25,0.56,2677.0
3714.0,tlshoria_square3,22,22,0.0,2685.0
3714.0,tlslasilky_square,0,0,27.78,0.0
3714.0,tlslasilky_square2,1,1,23.15,13.0
3714.0,tlslasilky_square3,1,0,24.57,0.0
3714.0,tlsmoomen,5,0,13.25,0.0
3714.0,tlsmoomen2,2,2,12.5,17.0
3714.0,tlsmoomen3,5,5,9.26,94.0
3714.0,tlsnasser_square,67,22,10.01,309.0
3715.0,tlshoria_square1,20,12,0.27,202.0
3715.0,tlshoria_square2,46,23,0.56,2666.0
3715.0,tlshoria_square3,22,22,0.0,2707.0
3715.0,tlslasilky_square,0,0,27.78,0.0
3715.0,tlslasilky_square2,1,1,23.15,14.0
3715.0,tlslasilky_square3,0,0,27.78,0.0
3715.0,tlsmoomen,5,1,12.64,1.0
3715.0,tlsmoomen2,2,2,12.5,19.0
3715.0,tlsmoomen3,5,5,9.26,99.0
3715.0,tlsnasser_square,66,23,12.85,330.0
3716.0,tlshoria_square1,20,12,0.35,208.0
3716.0,tlshoria_square2,44,23,0.54,2377.0
3716.0,tlshoria_square3,22,22,0.0,2729.0
3716.0,tlslasilky_square,1,0,27.44,0.0
3716.0,tlslasilky_square2,1,1,23.15,15.0
3716.0,tlslasilky_square3,1,0,24.75,0.0
3716.0,tlsmoomen,5,2,11.86,3.0
3716.0,tlsmoomen2,2,2,12.5,21.0
3716.0,tlsmoomen3,5,5,9.26,104.0
3716.0,tlsnasser_square,67,23,12.3,351.0
3717.0,tlshoria_square1,19,12,0.4,215.0
3717.0,tlshoria_square2,44,22,0.58,2397.0
3717.0,tlshoria_square3,22,22,0.0,2751.0
3717.0,tlslasilky_square,1,0,27.35,0.0
3717.0,tlslasilky_square2,1,1,23.15,16.0
3717.0,tlslasilky_square3,0,0,27.78,0.0
3717.0,tlsmoomen,6,2,12.31,5.0
3717.0,tlsmoomen2,2,2,12.5,23.0
3717.0,tlsmoomen3,5,5,9.26,109.0
3717.0,tlsnasser_square,67,23,10.19,372.0
3718.0,tlshoria_square1,19,11,0.44,222.0
3718.0,tlshoria_square2,44,21,0.62,2074.0
3718.0,tlshoria_square3,22,22,0.0,2773.0
3718.0,tlslasilky_square,1,0,27.32,0.0
3718.0,tlslasilky_square2,1,1,23.15,17.0
3718.0,tlslasilky_square3,1,0,24.69,0.0
3718.0,tlsmoomen,6,3,11.75,8.0
3718.0,tlsmoomen2,2,2,12.5,25.0
3718.0,tlsmoomen3,5,5,9.26,114.0
3718.0,tlsnasser_square,67,24,12.38,394.0
3719.0,tlshoria_square1,19,10,0.52,228.0
3719.0,tlshoria_square2,44,19,0.65,1783.0
3719.0,tlshoria_square3,22,22,0.0,2795.0
3719.0,tlslasilky_square,1,0,27.35,0.0
3719.0,tlslasilky_square2,1,1,23.15,18.0
3719.0,tlslasilky_square3,0,0,27.78,0.0
3719.0,tlsmoomen,6,4,11.52,12.0
3719.0,tlsmoomen2,2,2,12.5,27.0
3719.0,tlsmoomen3,5,5,9.26,119.0
3719.0,tlsnasser_square,67,25,12.51,418.0
3720.0,tlshoria_square1,18,9,0.54,233.0
3720.0,tlshoria_square2,43,17,0.7,1762.0
3720.0,tlshoria_square3,22,22,0.0,2817.0
3720.0,tlslasilky_square,1,0,27.33,0.0
3720.0,tlslasilky_square2,1,1,23.15,19.0
3720.0,tlslasilky_square3,0,0,27.78,0.0
3720.0,tlsmoomen,7,4,11.81,16.0
3720.0,tlsmoomen2,2,2,12.5,29.0
3720.0,tlsmoomen3,5,5,9.26,124.0
3720.0,tlsnasser_square,67,27,12.33,444.0
3721.0,tlshoria_square1,18,8,0.59,237.0
3721.0,tlshoria_square2,43,15,0.67,1433.0
3721.0,tlshoria_square3,22,22,0.0,2839.0
3721.0,tlslasilky_square,2,0,27.26,0.0
3721.0,tlslasilky_square2,1,1,23.15,20.0
3721.0,tlslasilky_square3,0,0,27.78,0.0
3721.0,tlsmoomen,7,4,11.51,20.0
3721.0,tlsmoomen2,2,2,12.5,31.0
3721.0,tlsmoomen3,5,5,9.26,129.0
3721.0,tlsnasser_square,68,29,12.13,472.0
3722.0,tlshoria_square1,18,8,0.62,245.0
3722.0,tlshoria_square2,42,17,0.77,1450.0
3722.0,tlshoria_square3,22,22,0.0,2861.0
3722.0,tlslasilky_square,2,0,27.27,0.0
3722.0,tlslasilky_square2,1,1,23.15,21.0
3722.0,tlslasilky_square3,0,0,27.78,0.0
3722.0,tlsmoomen,7,5,11.28,25.0
3722.0,tlsmoomen2,2,2,12.5,33.0
3722.0,tlsmoomen3,5,5,9.26,134.0
3722.0,tlsnasser_square,67,31,12.17,502.0
3723.0,tlshoria_square1,18,8,0.58,253.0
3723.0,tlshoria_square2,42,15,0.74,1463.0
3723.0,tlshoria_square3,22,22,0.0,2883.0
3723.0,tlslasilky_square,1,0,26.64,0.0
3723.0,tlslasilky_square2,1,1,23.15,22.0
3723.0,tlslasilky_square3,1,0,24.82,0.0
3723.0,tlsmoomen,8,6,11.55,31.0
3723.0,tlsmoomen2,2,2,12.5,35.0
3723.0,tlsmoomen3,5,5,9.26,139.0
3723.0,tlsnasser_square,68,31,12.16,531.0
3724.0,tlshoria_square1,18,8,0.55,261.0
3724.0,tlshoria_square2,43,15,0.78,1478.0
3724.0,tlshoria_square3,22,22,0.0,2905.0
3724.0,tlslasilky_square,1,0,26.74,0.0
3724.0,tlslasilky_square2,1,1,23.15,23.0
3724.0,tlslasilky_square3,0,0,27.78,0.0
3724.0,tlsmoomen,8,6,11.28,37.0
3724.0,tlsmoomen2,2,2,12.5,37.0
3724.0,tlsmoomen3,4,4,9.26,119.0
3724.0,tlsnasser_square,67,34,12.13,564.0
3725.0,tlshoria_square1,19,8,0.61,269.0
3725.0,tlshoria_square2,43,14,0.86,1184.0
3725.0,tlshoria_square3,23,22,0.1,2927.0
3725.0,tlslasilky_square,1,0,26.91,0.0
3725.0,tlslasilky_square2,1,1,23.15,24.0
3725.0,tlslasilky_square3,1,0,24.96,0.0
3725.0,tlsmoomen,8,7,11.14,44.0
3725.0,tlsmoomen2,2,2,12.5,39.0
3725.0,tlsmoomen3,4,3,9.5,98.0
3725.0,tlsnasser_square,67,33,12.14,595.0
3726.0,tlshoria_square1,19,9,0.54,278.0
3726.0,tlshoria_square2,42,13,0.79,889.0
3726.0,tlshoria_square3,23,22,0.05,2949.0
3726.0,tlslasilky_square,0,0,27.78,0.0
3726.0,tlslasilky_square2,1,1,23.15,25.0
3726.0,tlslasilky_square3,0,0,27.78,0.0
3726.0,tlsmoomen,9,7,11.27,51.0
3726.0,tlsmoomen2,2,2,12.5,41.0
3726.0,tlsmoomen3,5,2,10.72,77.0
3726.0,tlsnasser_square,67,35,12.13,630.0
3727.0,tlshoria_square1,19,9,0.48,286.0
3727.0,tlshoria_square2,41,12,0.95,596.0
3727.0,tlshoria_square3,23,22,0.05,2971.0
